"times","open","high","low","close","volume","symbol","market"
2019-05-30,169.44,170.0367,168.2,169.04,1943300,"AMGN","NASDAQ"
2019-05-31,168.06,168.87,166.68,166.7,2808900,"AMGN","NASDAQ"
2019-06-03,172,176.81,170.564,172.36,5774800,"AMGN","NASDAQ"
2019-06-04,174.03,175.36,170.56,174.73,4553200,"AMGN","NASDAQ"
2019-06-05,175.68,175.77,173.09,174.55,2606400,"AMGN","NASDAQ"
2019-06-06,174.78,176.06,174.09,174.45,2396800,"AMGN","NASDAQ"
2019-06-07,175.6402,176,173.28,175.51,2072000,"AMGN","NASDAQ"
2019-06-10,175.95,176.16,174.05,175.58,2091400,"AMGN","NASDAQ"
2019-06-11,176.27,177.15,174.2,174.62,2313800,"AMGN","NASDAQ"
2019-06-12,175.3,176.69,174.16,175.6,1888600,"AMGN","NASDAQ"
2019-06-13,175.83,177.45,175.23,176.71,1675800,"AMGN","NASDAQ"
2019-06-14,176.97,177.9,175.55,176.08,1621800,"AMGN","NASDAQ"
2019-06-17,176.04,178.5469,175.4,178.39,1916800,"AMGN","NASDAQ"
2019-06-18,179.2624,182.82,179.12,181.61,3125500,"AMGN","NASDAQ"
2019-06-19,181.48,183.12,180.64,182.77,2396500,"AMGN","NASDAQ"
2019-06-20,184.78,185.29,182.11,184.08,2780400,"AMGN","NASDAQ"
2019-06-21,183.89,187.13,182.91,187.11,6948100,"AMGN","NASDAQ"
2019-06-24,186.07,187,184.7,184.83,2948300,"AMGN","NASDAQ"
2019-06-25,184.6002,186.78,183.17,184.44,2264700,"AMGN","NASDAQ"
2019-06-26,184.7087,184.94,182.74,183.17,2124600,"AMGN","NASDAQ"
2019-06-27,183.35,185.44,183.03,184.02,2193700,"AMGN","NASDAQ"
2019-06-28,184.17,186.1,183.66,184.28,3753200,"AMGN","NASDAQ"
2019-07-01,186.88,187.3,185.1,186.35,2079800,"AMGN","NASDAQ"
2019-07-02,186.03,186.67,184.198,186.64,1796300,"AMGN","NASDAQ"
2019-07-03,187.58,189.415,187.195,188.58,1932600,"AMGN","NASDAQ"
2019-07-05,187.43,188.88,185.24,185.94,2225800,"AMGN","NASDAQ"
2019-07-08,184.66,185.01,180.52,182.24,2700900,"AMGN","NASDAQ"
2019-07-09,181.21,182.27,180.51,181.59,2273700,"AMGN","NASDAQ"
2019-07-10,182.17,183.29,181.03,182.27,1775700,"AMGN","NASDAQ"
2019-07-11,180.86,181,175.95,178,3621900,"AMGN","NASDAQ"
2019-07-12,177.82,178.09,174.191,174.93,4488700,"AMGN","NASDAQ"
2019-07-15,174.9,177.44,174.61,176.12,3256800,"AMGN","NASDAQ"
2019-07-16,176.34,177.77,175.91,177.47,2260100,"AMGN","NASDAQ"
2019-07-17,178.14,179.45,177.01,177.06,1945200,"AMGN","NASDAQ"
2019-07-18,177.13,180.43,176.8,179.54,2374400,"AMGN","NASDAQ"
2019-07-19,180.67,181.58,178.19,178.39,2987200,"AMGN","NASDAQ"
2019-07-22,177.83,178.81,175.72,175.89,2556800,"AMGN","NASDAQ"
