"1 ""NASDAQ_Daily_CZWI.csv"" 5 4 -3.8636097960025"
"2 ""NASDAQ_Daily_CZWI.csv"" 3 0 -3.85737794380649"
"3 ""NASDAQ_Daily_CZWI.csv"" 1 1 -3.85339097813435"
"4 ""NASDAQ_Daily_CZWI.csv"" 0 3 -3.84563858784701"
"5 ""NASDAQ_Daily_CZWI.csv"" 1 0 -3.84475296111202"
